filename,commit_count
lazyre.go,1
read.go,1
autogen_exclude_block_comment.go,1
autogen_exclude_long_line.go,1
go-header.go,1
happy_path_test.go,1
lll_multi_import.go,1
lll_single_import.go,1
path_except.go,1
path_except_test.go,1
perfsprint_int_conversion.go,1
testifylint_config.go,1
builder_plugin.go,1
testifylint_bool_compare.go,1
testifylint_require_error.go,1
imports_test.go,1
autogen_go_strict.go,1
autogen_go_strict_invalid.go,1
parse_test.go,1
version_test.go,1
gochecksumtype_custom.go,1
nilnil_detect_opposite.go,1
nilnil_pointers_only.go,1
runner_base.go,1
loggercheck_slogonly.go,1
tagliatelle_ignored_fields.go,1
importas_several_empty_aliases.go,1
gosec_nosec.go,1
sequence.go,1
asasalint_cgo.go,1
asciicheck_cgo.go,1
bidichk_cgo.go,1
bodyclose_cgo.go,1
canonicalheader_cgo.go,1
containedctx_cgo.go,1
contextcheck_cgo.go,1
copyloopvar_cgo.go,1
cyclop_cgo.go,1
decorder_cgo.go,1
depguard_cgo.go,1
dogsled_cgo.go,1
dupl_cgo.go,1
dupword_cgo.go,1
durationcheck_cgo.go,1
err113_cgo.go,1
errcheck_cgo.go,1
errchkjson_cgo.go,1
errname_cgo.go,1
errorlint_cgo.go,1
exhaustive_cgo.go,1
exhaustruct_cgo.go,1
fatcontext_cgo.go,1
forbidigo_cgo.go,1
forcetypeassert_cgo.go,1
gocheckcompilerdirectives_cgo.go,1
gochecknoglobals_cgo.go,1
gochecknoinits_cgo.go,1
gochecksumtype_cgo.go,1
gocognit_cgo.go,1
goconst_cgo.go,1
gocritic_cgo.go,1
gocyclo_cgo.go,1
godox_cgo.go,1
goheader_cgo.go,1
goprintffuncname_cgo.go,1
gosec_cgo.go,1
gosmopolitan_cgo.go,1
govet_cgo.go,1
grouper_cgo.go,1
importas_cgo.go,1
inamedparam_cgo.go,1
ineffassign_cgo.go,1
interfacebloat_cgo.go,1
intrange_cgo.go,1
ireturn_cgo.go,1
lll_cgo.go,1
lll_max_scan_token_size.go,1
lll_max_scan_token_size_cgo.go,1
loggercheck_cgo.go,1
maintidx_cgo.go,1
makezero_cgo.go,1
mirror_cgo.go,1
mnd_cgo.go,1
musttag_cgo.go,1
nakedret_cgo.go,1
nestif_cgo.go,1
nilerr_cgo.go,1
nilnil_cgo.go,1
nlreturn_cgo.go,1
nolintlint_cgo.go,1
nonamedreturns_cgo.go,1
perfsprint_cgo.go,1
predeclared_cgo.go,1
promlinter_cgo.go,1
protogetter_cgo.go,1
reassign_cgo.go,1
recvcheck_cgo.go,1
revive_cgo.go,1
rowserrcheck_cgo.go,1
sloglint_cgo.go,1
spancheck_cgo.go,1
sqlclosecheck_cgo.go,1
tagalign_cgo.go,1
tagliatelle_cgo.go,1
testableexamples_test_cgo.go,1
thelper_cgo.go,1
tparallel_cgo.go,1
unconvert_cgo.go,1
usestdlibvars_cgo.go,1
usetesting_cgo.go,1
varnamelen_cgo.go,1
wastedassign_cgo.go,1
whitespace_cgo.go,1
wrapcheck_cgo.go,1
wsl_cgo.go,1
zerologlint_cgo.go,1
nilnesserr_cgo.go,1
fsutils_unix.go,1
fsutils_windows.go,1
help_test.go,1
fsutils_test.go,1
spancheck_keep_default.go,1
fatcontext_structpointer.go,1
exclude_block_comment.go,1
exclude_doc.go,1
exclude_long_line.go,1
go_strict.go,1
go_strict_invalid.go,1
case_sensitive.go,1
apply_to_unknown.go,1
bad_names.go,1
whole_file.go,1
standard.go,1
linters_exclusions_test.go,1
ptr.go,1
testifylint_formatter_dont_require_string_msg.go,1
nilnil_multiple_nils.go,1
error_notunix.go,1
error_unix.go,1
cacheprog.go,1
funlen_custom.go,1
funlen_ignore_comments.go,1
gocritic_importShadow.go,1
placeholders.go,1
gocritic_settings_test.go,1
paralleltest_custom_test.go,1
paralleltest_test.go,1
goconst_eval_and_find_duplicates.go,1
goconst_eval_const_expressions.go,1
goconst_find_duplicates.go,1
funcorder_integration_test.go,1
funcorder_disable_constructor.go,1
funcorder_struct_method.go,1
swaggo_integration_test.go,1
arangolint_integration_test.go,1
arangolint_cgo.go,1
embeddedstructfieldcheck_integration_test.go,1
embeddedstructfieldcheck_mutex.go,1
iface_unexported.go,1
noinlineerr_integration_test.go,1
ws_v4_cgo.go,1
wsl_v5_config.go,1
varnamelen_configuration.go,1
tagliatelle_initialism_overrides.go,1
stylecheck_empty.go,1
stylecheck_nil.go,1
cmd_help.go,1
default_exclusions.go,1
iotamixing_integration_test.go,1
iotamixing_report-individual.go,1
godoclint_integration_test.go,1
godoclint_default_fail.go,1
unqueryvet_custom.go,1
unqueryvet_integration_test.go,1
dirhash.go,1
modernize_integration_test.go,1
modernize_any.go,1
modernize_custom.go,1
dupword_comments_only.go,1
dupword_ignore.go,1
runner_action_test.go,1
gomodguard_v2.go,1
bodyclose_custum.go,1
clickhouselint_integration_test.go,1
jsonschema.go,1
